Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Ride_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method
05-09-2025,19:08:00,CNR8774990,Cancelled by Driver,CUST255362,Mini,Indiranagar,Yelahanka,,,No,,Yes,Customer related issue,No,,,5.2,,,UPI
22-09-2025,13:35:00,CNR9137735,Successful,CUST594392,Auto,Airport Road,Peenya,2.4,3.9,No,,No,,No,,283,3.2,3.6,3.8,UPI
10-09-2025,20:09:00,CNR7572195,Successful,CUST153395,Prime Sedan,Hebbal,Vijayanagar,9.2,14.7,No,,No,,No,,750,13.6,4.4,4.7,UPI
14-09-2025,13:05:00,CNR9316519,Successful,CUST872882,Mini,Hulimavu,Sarakki,7.9,8.9,No,,No,,No,,2259,33.2,5,4.1,UPI
02-09-2025,12:49:00,CNR9155420,Successful,CUST638292,Mini,Ejipura,Nagarbhavi,8.9,12.6,No,,No,,No,,541,17.6,4.8,4.9,Card
28-09-2025,09:57:00,CNR2018455,Successful,CUST653971,Auto,Yeshwantpur,Basavanagudi,2.3,6,No,,No,,No,,310,0.5,4.3,4.2,UPI
09-09-2025,17:03:00,CNR7998405,Other,CUST596330,Auto,Ejipura,Hosur Road,,,No,,No,,No,,,7,,,Wallet
21-09-2025,06:21:00,CNR3706725,Successful,CUST402001,Bike,Seshadripuram,Sanjay Nagar,3.3,2.6,No,,No,,No,,380,0.5,5,4,Card
16-09-2025,16:01:00,CNR6690043,Successful,CUST731347,eBike,Ejipura,Bharathnagar,4.1,6.4,No,,No,,No,,399,7.1,3.8,4.3,Cash
28-09-2025,18:20:00,CNR7549342,Successful,CUST537110,eBike,Nagarbhavi,Hosur Road,4.5,4.8,No,,No,,No,,999,22.3,4.8,4.9,UPI
25-09-2025,19:38:00,CNR3718341,Successful,CUST752048,Prime Plus,Sarjapur Road,Talaghattapura,4.8,8.7,No,,No,,No,,140,4.6,4.9,4.9,Wallet
15-09-2025,08:57:00,CNR4346789,Other,CUST263907,Mini,Hebbal,Koramangala 1st Block,,,No,,No,,No,,,16.6,,,UPI
15-09-2025,10:00:00,CNR4513701,Cancelled by Driver,CUST683879,Auto,Indiranagar,Sanjay Nagar,,,No,,Yes,The customer was coughing/sick,No,,,29.7,,,UPI
21-09-2025,08:58:00,CNR9446974,Cancelled by Driver,CUST133522,Bike,Kammanahalli,Koramangala 5th Block,,,No,,Yes,Customer related issue,No,,,8,,,UPI
06-09-2025,09:49:00,CNR9159855,Other,CUST370346,Prime SUV,Sanjay Nagar,Sadananda Nagar,,,No,,No,,No,,,4.3,,,Wallet
28-09-2025,10:33:00,CNR3536352,Cancelled by Customer,CUST994863,Bike,Frazer Town,Kudlu,,,Yes,Driver is not moving towards pickup location,No,,No,,,8.3,,,UPI
28-09-2025,13:28:00,CNR8669463,Successful,CUST982478,Bike,Hebbal,Ejipura,4.9,7.3,No,,No,,No,,499,4.6,4.8,4.8,UPI
28-09-2025,07:44:00,CNR1704130,Successful,CUST631948,Auto,Vijayanagar,Yelahanka,5,8.2,No,,No,,No,,949,23.6,5,4.5,UPI
28-09-2025,08:40:00,CNR5901010,Successful,CUST842563,Mini,Frazer Town,Ulsoor,7.4,8.7,No,,No,,No,,629,15.9,4.5,4.1,UPI
06-09-2025,17:02:00,CNR7102492,Cancelled by Driver,CUST450861,eBike,Yelahanka,Jalahalli,,,No,,Yes,More than permitted people in there,No,,,4.9,,,UPI
24-09-2025,06:06:00,CNR5115720,Successful,CUST975365,Bike,Kammanahalli,Marathahalli,5.5,5.2,No,,No,,No,,333,0.5,4.4,4.4,UPI
05-09-2025,12:21:00,CNR7962689,Successful,CUST478162,Mini,Richmond Town,Malleshwaram,6.3,7.9,No,,No,,No,,635,17.9,3.8,4.7,UPI
17-09-2025,19:26:00,CNR4828258,Successful,CUST244697,Bike,Koramangala 1st Block,Koramangala 1st Block,2.7,5.8,No,,No,,No,,561,15.3,3.7,5,Card
28-09-2025,14:48:00,CNR7069566,Successful,CUST131208,Mini,Sadananda Nagar,Koramangala,6.6,6.3,No,,No,,No,,999,15.1,4.9,4.2,UPI
16-09-2025,07:11:00,CNR2422342,Incomplete,CUST454737,Prime Sedan,Sadananda Nagar,Rajajinagar,,,No,,No,,Yes,Vehicle Breakdown,,4.2,,,Card
23-09-2025,17:16:00,CNR3532555,Other,CUST702466,Auto,Vijayanagar,Ejipura,,,No,,No,,No,,,10.9,,,UPI
28-09-2025,22:36:00,CNR5961432,Successful,CUST539673,Mini,Nagarbhavi,Sarjapur Road,4.2,8.2,No,,No,,No,,139,12.3,4.6,5,UPI
11-09-2025,18:40:00,CNR6262932,Successful,CUST460875,Auto,Kundalahalli,Shivaji Nagar,6.3,10.3,No,,No,,No,,30,6.6,4.6,4.6,UPI
07-09-2025,12:53:00,CNR8485810,Successful,CUST775156,Prime Plus,Chamarajpet,Ejipura,3.7,4.8,No,,No,,No,,999,16.4,5,4.6,UPI
21-09-2025,17:54:00,CNR6792344,Successful,CUST951266,Bike,Residency Road,Sadananda Nagar,3.2,5.1,No,,No,,No,,425,6.3,4.4,3.9,UPI
11-09-2025,06:37:00,CNR6611860,Cancelled by Driver,CUST508937,Bike,Talaghattapura,HSR Layout,,,No,,Yes,The customer was coughing/sick,No,,,11.3,,,Card
07-09-2025,14:43:00,CNR6238726,Successful,CUST646660,Prime Sedan,Vijayanagar,Rajajinagar,9.1,9.8,No,,No,,No,,275,0.5,4,3.5,Wallet
28-09-2025,15:12:00,CNR5340101,Successful,CUST353063,eBike,Kengeri,Hulimavu,2.2,4.9,No,,No,,No,,499,7.8,4.6,4.9,UPI
16-09-2025,18:29:00,CNR2005722,Other,CUST982464,Prime Sedan,Vijayanagar,Frazer Town,,,No,,No,,No,,,9.2,,,UPI
03-09-2025,17:06:00,CNR3092954,Cancelled by Driver,CUST570534,Prime Sedan,Talaghattapura,Koramangala,,,No,,Yes,Customer related issue,No,,,6,,,UPI
26-09-2025,22:52:00,CNR9947098,Successful,CUST985517,Mini,Sanjay Nagar,Kengeri,4,5.5,No,,No,,No,,132,8.2,4.1,4.4,UPI
25-09-2025,18:12:00,CNR3348331,Other,CUST849051,Prime Sedan,Talaghattapura,Richmond Town,,,No,,No,,No,,,2.6,,,UPI
16-09-2025,09:17:00,CNR7061063,Successful,CUST576378,Auto,Ejipura,Koramangala 5th Block,4.6,4.8,No,,No,,No,,845,23.2,5,4.1,UPI
05-09-2025,07:03:00,CNR8128416,Successful,CUST236381,Mini,Airport Road,Jayanagar,10.1,10,No,,No,,No,,82,0.5,4,4.9,Cash
17-09-2025,16:02:00,CNR9706452,Successful,CUST916656,Mini,Kalyan Nagar,Peenya,5.2,8.7,No,,No,,No,,297,6.5,4.5,4.4,Cash
14-09-2025,13:30:00,CNR9213136,Cancelled by Customer,CUST867260,Prime SUV,Rajajinagar,Malleshwaram,,,Yes,Wrong Address,No,,No,,,7.5,,,Wallet
21-09-2025,08:12:00,CNR9609823,Successful,CUST654844,Auto,Electronic City,Baiyappanahalli,2.1,2.8,No,,No,,No,,185,6.9,5,4,UPI
23-09-2025,22:06:00,CNR7196363,Successful,CUST224535,Mini,Koramangala 1st Block,Yelahanka,6.1,9.8,No,,No,,No,,269,10.5,4.6,3.7,Cash
19-09-2025,06:41:00,CNR9770751,Cancelled by Customer,CUST260751,Auto,Kengeri,Banerghatta Road,,,Yes,Wrong Address,No,,No,,,9.2,,,UPI
02-09-2025,08:26:00,CNR3384710,Successful,CUST921866,Mini,Brigade Road,Kengeri,1.7,3.4,No,,No,,No,,571,23.8,4.2,4.5,UPI
07-09-2025,19:58:00,CNR9200596,Successful,CUST102187,Auto,Sanjay Nagar,Jayanagar,1.7,5.4,No,,No,,No,,999,14.7,4.5,5,UPI
14-09-2025,15:46:00,CNR6195935,Cancelled by Driver,CUST693246,Mini,Kammanahalli,Cooke Town,,,No,,Yes,Customer related issue,No,,,8.3,,,UPI
24-09-2025,14:36:00,CNR8733225,Successful,CUST898678,Mini,Airport Road,Malleshwaram,8.7,10.1,No,,No,,No,,574,26.2,4.7,3.5,UPI
12-09-2025,19:39:00,CNR7872422,Successful,CUST506045,Prime Plus,Residency Road,Kammanahalli,4.6,5.7,No,,No,,No,,290,5.1,5,5,UPI
28-09-2025,21:11:00,CNR8433920,Successful,CUST871660,Prime Sedan,Whitefield,Rajajinagar,6.1,10.5,No,,No,,No,,999,15,5,3.8,UPI
19-09-2025,19:35:00,CNR6181610,Successful,CUST688297,Mini,Hosur Road,Sarakki,8.9,8.9,No,,No,,No,,303,8.6,4,4.7,UPI
28-09-2025,15:14:00,CNR1887084,Successful,CUST697944,Mini,Chikkabanavara,Seshadripuram,4.5,8.9,No,,No,,No,,112,5.3,4.7,4.5,Card
02-09-2025,17:14:00,CNR9923120,Successful,CUST288474,Prime SUV,Kundalahalli,Electronic City,7.6,9.3,No,,No,,No,,446,1.7,3.7,5,UPI
21-09-2025,21:08:00,CNR8452933,Cancelled by Driver,CUST188759,Bike,Kudlu,Basavanagudi,,,No,,Yes,Personal & Car related issues,No,,,6.6,,,Wallet
15-09-2025,21:56:00,CNR1390292,Other,CUST456470,Mini,Koramangala 1st Block,Indiranagar,,,No,,No,,No,,,22.3,,,UPI
12-09-2025,10:23:00,CNR2527147,Cancelled by Driver,CUST220213,Prime SUV,Chamarajpet,Rajajinagar,,,No,,Yes,Customer related issue,No,,,4.1,,,UPI
08-09-2025,07:31:00,CNR3587505,Successful,CUST421697,Prime SUV,Nagarbhavi,Rajajinagar,10.9,11,No,,No,,No,,321,7.2,4.4,4.6,Card
28-09-2025,09:05:00,CNR1455856,Successful,CUST847949,Auto,Cooke Town,Hebbal,1.9,8.6,No,,No,,No,,169,13,3.9,4.8,UPI
14-09-2025,11:31:00,CNR5327419,Cancelled by Driver,CUST493754,Prime SUV,Yelahanka,Brigade Road,,,No,,Yes,Customer related issue,No,,,8.7,,,UPI
15-09-2025,18:50:00,CNR9462784,Cancelled by Driver,CUST503752,Prime SUV,Kundalahalli,Brigade Road,,,No,,Yes,More than permitted people in there,No,,,5.1,,,UPI
04-09-2025,06:29:00,CNR7836611,Cancelled by Driver,CUST764316,Prime Plus,Indiranagar,Kundalahalli,,,No,,Yes,Personal & Car related issues,No,,,8.4,,,UPI
08-09-2025,15:28:00,CNR3106737,Successful,CUST419409,Mini,Airport Road,Whitefield,5.7,7.3,No,,No,,No,,790,24.2,4.4,4.2,UPI
16-09-2025,19:21:00,CNR3388522,Cancelled by Driver,CUST491438,Mini,Rajajinagar,Richmond Town,,,No,,Yes,More than permitted people in there,No,,,9.4,,,UPI
28-09-2025,15:28:00,CNR8578973,Successful,CUST143822,Auto,Baiyappanahalli,Ejipura,0.8,0.6,No,,No,,No,,329,3.6,4.3,4.1,UPI
29-09-2025,06:00:00,CNR2009569,Successful,CUST605608,Prime Sedan,Kalyan Nagar,Nagarbhavi,2.3,3,No,,No,,No,,273,5.5,4.4,4.6,UPI
13-09-2025,16:47:00,CNR4569422,Cancelled by Driver,CUST713583,eBike,Marathahalli,MG Road,,,No,,Yes,Personal & Car related issues,No,,,3.3,,,Card
11-09-2025,12:44:00,CNR3063211,Cancelled by Customer,CUST970840,Auto,Sarakki,Kundalahalli,,,Yes,Driver asked to cancel,No,,No,,,19.4,,,Cash
20-09-2025,22:20:00,CNR6340253,Successful,CUST815234,Prime SUV,Vijayanagar,Kalyan Nagar,8.5,9.6,No,,No,,No,,987,23.1,4.9,4.8,UPI
21-09-2025,10:39:00,CNR5125991,Successful,CUST794447,Prime SUV,Kammanahalli,Electronic City,8.1,8.8,No,,No,,No,,271,6.7,5,5,Card
20-09-2025,06:16:00,CNR3243545,Successful,CUST777844,Prime SUV,Kudlu,Seshadripuram,4.6,3.7,No,,No,,No,,178,6.2,4.2,3.1,Wallet
01-09-2025,08:57:00,CNR7931725,Successful,CUST682788,Prime SUV,Ejipura,Ulsoor,10.7,13.7,No,,No,,No,,781,30.3,5,5,UPI
18-09-2025,19:26:00,CNR2300622,Other,CUST664814,Auto,Bharathnagar,Airport Road,,,No,,No,,No,,,3.3,,,Card
13-09-2025,19:52:00,CNR7314548,Cancelled by Driver,CUST967661,Mini,Cooke Town,Banashankari,,,No,,Yes,Personal & Car related issues,No,,,15.9,,,UPI
06-09-2025,12:19:00,CNR4237849,Successful,CUST566173,Auto,Talaghattapura,Indiranagar,3.6,7.4,No,,No,,No,,763,20,3.9,4.8,UPI
21-09-2025,18:06:00,CNR7003240,Successful,CUST300814,Auto,Ejipura,Vijayanagar,4.2,4.7,No,,No,,No,,272,6.5,4,3.9,UPI
21-09-2025,09:59:00,CNR9284734,Incomplete,CUST480632,Auto,Ulsoor,Ejipura,,,No,,No,,Yes,Customer Demand,,11,,,Cash
01-09-2025,22:47:00,CNR7645223,Cancelled by Customer,CUST216335,Prime SUV,Yeshwantpur,Frazer Town,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,5.8,,,UPI
07-09-2025,18:36:00,CNR3944885,Successful,CUST168535,Mini,Talaghattapura,Jayanagar,7.9,8.9,No,,No,,No,,325,5.2,4.4,4.2,Card
28-09-2025,20:36:00,CNR4824620,Cancelled by Customer,CUST648489,Bike,Kundalahalli,Jalahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,,25.9,,,UPI
30-09-2025,17:49:00,CNR9941274,Cancelled by Driver,CUST744304,Prime Plus,Sarakki,Baiyappanahalli,,,No,,Yes,More than permitted people in there,No,,,2.2,,,UPI
21-09-2025,22:05:00,CNR1870113,Other,CUST995336,Prime SUV,Koramangala 5th Block,Koramangala 1st Block,,,No,,No,,No,,,5,,,Wallet
21-09-2025,13:57:00,CNR9314364,Successful,CUST479030,Mini,MG Road,Hulimavu,7.8,11,No,,No,,No,,402,3.3,3.7,5,UPI
10-09-2025,13:10:00,CNR9932362,Cancelled by Driver,CUST570665,Prime Sedan,Residency Road,Jalahalli,,,No,,Yes,Personal & Car related issues,No,,,5.1,,,Cash
30-09-2025,09:51:00,CNR8110523,Successful,CUST178056,Prime SUV,Jalahalli,Rajajinagar,12.4,11.1,No,,No,,No,,30,6.9,4.8,4.4,Cash
04-09-2025,16:40:00,CNR2622794,Successful,CUST129226,Mini,Indiranagar,Peenya,5.9,8.9,No,,No,,No,,500,26.1,4.2,4.3,UPI
28-09-2025,20:20:00,CNR5201173,Successful,CUST359159,Auto,Richmond Town,Kammanahalli,3.7,3.2,No,,No,,No,,999,15.7,4.9,4.5,Cash
27-09-2025,14:52:00,CNR4971899,Successful,CUST176452,Bike,Ejipura,Airport Road,3.7,6.4,No,,No,,No,,553,12.4,5,4.5,UPI
21-09-2025,15:52:00,CNR3094239,Successful,CUST189689,Prime SUV,MG Road,Cooke Town,8.4,9.6,No,,No,,No,,499,8.7,4.9,5,UPI
27-09-2025,07:06:00,CNR3139695,Cancelled by Driver,CUST165014,Prime SUV,Airport Road,Brigade Road,,,No,,Yes,More than permitted people in there,No,,,6.3,,,UPI
04-09-2025,17:33:00,CNR1936000,Cancelled by Customer,CUST686424,Auto,Cooke Town,Residency Road,,,Yes,Wrong Address,No,,No,,,5.1,,,UPI
07-09-2025,16:13:00,CNR1177948,Successful,CUST575436,Mini,Koramangala 5th Block,Ejipura,7.7,11.2,No,,No,,No,,467,5.1,3.6,4.2,UPI
13-09-2025,22:00:00,CNR1435739,Other,CUST576133,Mini,Peenya,Jalahalli,,,No,,No,,No,,,3.1,,,UPI
01-09-2025,18:10:00,CNR2133208,Other,CUST721686,Bike,Jalahalli,Yeshwantpur,,,No,,No,,No,,,5.6,,,UPI
16-09-2025,12:03:00,CNR8063325,Successful,CUST604783,Bike,Airport Road,Banashankari,5.6,4,No,,No,,No,,112,6.2,3.8,4.5,UPI
26-09-2025,07:01:00,CNR3142127,Incomplete,CUST426806,Mini,Frazer Town,Hosur Road,,,No,,No,,Yes,Vehicle Breakdown,,16.8,,,Wallet
20-09-2025,15:14:00,CNR3443176,Other,CUST254569,Mini,Kudlu,Kammanahalli,,,No,,No,,No,,,1.7,,,UPI
29-09-2025,14:50:00,CNR3425991,Incomplete,CUST160101,Prime Plus,Sarakki,Brigade Road,,,No,,No,,Yes,Customer Demand,,8.9,,,Card
29-09-2025,16:55:00,CNR4376603,Successful,CUST923408,Auto,Jalahalli,Bharathnagar,2.4,4.8,No,,No,,No,,344,4.1,4.4,4.4,Card
21-09-2025,13:58:00,CNR6555698,Successful,CUST993395,Mini,Kammanahalli,Ejipura,9.9,11.5,No,,No,,No,,339,3,4.5,5,UPI
12-09-2025,07:47:00,CNR8621924,Cancelled by Driver,CUST927527,Prime SUV,Ulsoor,Banaswadi,,,No,,Yes,Customer related issue,No,,,14.3,,,UPI
21-09-2025,13:57:00,CNR4575870,Successful,CUST350629,Mini,Sadananda Nagar,Kammanahalli,6.9,10,No,,No,,No,,725,5.6,4,4.6,UPI
14-09-2025,12:49:00,CNR4091109,Cancelled by Customer,CUST966212,Prime SUV,Banerghatta Road,Koramangala,,,Yes,Driver is not moving towards pickup location,No,,No,,,5.2,,,Cash
18-09-2025,08:25:00,CNR5875059,Successful,CUST561801,Prime Plus,Peenya,Chikkabanavara,17.1,19.5,No,,No,,No,,302,4.4,4.5,3.3,Card
29-09-2025,09:23:00,CNR4318952,Successful,CUST397901,Auto,Kalyan Nagar,Hulimavu,0.5,0.5,No,,No,,No,,168,4.6,3.7,3.9,Card
27-09-2025,10:11:00,CNR3995428,Cancelled by Driver,CUST305507,Auto,Kalyan Nagar,Hebbal,,,No,,Yes,Customer related issue,No,,,5.5,,,UPI
14-09-2025,19:26:00,CNR2861751,Successful,CUST454820,Prime SUV,Kengeri,Baiyappanahalli,8.7,12,No,,No,,No,,160,7,4.2,4.4,UPI
26-09-2025,17:16:00,CNR3874940,Successful,CUST652522,Prime SUV,Ejipura,Koramangala 5th Block,9.5,11.7,No,,No,,No,,742,16.4,4.1,4.1,UPI
04-09-2025,08:27:00,CNR3194370,Successful,CUST933511,Prime Plus,Chamarajpet,Cooke Town,5.8,6.3,No,,No,,No,,76,4.6,3.8,5,Cash
12-09-2025,13:19:00,CNR5102862,Incomplete,CUST148439,Bike,Peenya,Jalahalli,,,No,,No,,Yes,Vehicle Breakdown,,19.1,,,Cash
25-09-2025,11:35:00,CNR5146852,Incomplete,CUST155846,Mini,Kundalahalli,HSR Layout,,,No,,No,,Yes,Other Issue,,20.6,,,Card
28-09-2025,09:34:00,CNR2365794,Cancelled by Customer,CUST922781,Mini,Bharathnagar,Ejipura,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,5.6,,,UPI
14-09-2025,21:03:00,CNR9542262,Cancelled by Customer,CUST492446,Mini,Baiyappanahalli,Banashankari,,,Yes,Change of plans,No,,No,,,8.4,,,UPI
17-09-2025,14:14:00,CNR9301232,Cancelled by Driver,CUST596771,Prime Sedan,Residency Road,Vijayanagar,,,No,,Yes,Personal & Car related issues,No,,,7.4,,,UPI
07-09-2025,21:16:00,CNR4405783,Successful,CUST574040,Prime SUV,Residency Road,Electronic City,5.8,9.5,No,,No,,No,,499,11.2,5,5,UPI
28-09-2025,15:45:00,CNR3637534,Successful,CUST983353,Prime Sedan,Sarakki,Whitefield,7.8,10.7,No,,No,,No,,426,5.2,5,4.8,UPI
05-09-2025,13:35:00,CNR9704367,Successful,CUST468653,Prime Plus,MG Road,Baiyappanahalli,10.8,14.8,No,,No,,No,,200,5.8,4.2,4.1,UPI
13-09-2025,13:41:00,CNR8844203,Successful,CUST553515,Mini,Ulsoor,Basavanagudi,6.4,6.9,No,,No,,No,,252,4.7,4.7,5,Card
02-09-2025,13:32:00,CNR4922352,Successful,CUST378527,Mini,Sanjay Nagar,Whitefield,7.4,13.3,No,,No,,No,,30,5.3,4.3,4.9,UPI
16-09-2025,15:19:00,CNR2311290,Successful,CUST924047,Prime Sedan,Banaswadi,Hebbal,8.3,10.2,No,,No,,No,,250,0.5,4.4,4.4,Cash
13-09-2025,15:19:00,CNR4360587,Successful,CUST449970,Prime Plus,Kammanahalli,Kalyan Nagar,4.9,4.3,No,,No,,No,,499,3.9,4.6,5,UPI
27-09-2025,17:39:00,CNR5604751,Cancelled by Driver,CUST299903,Bike,HSR Layout,Chikkabanavara,,,No,,Yes,The customer was coughing/sick,No,,,19.4,,,UPI
01-09-2025,11:06:00,CNR5728578,Successful,CUST962253,Prime Sedan,Residency Road,Residency Road,0.5,0.5,No,,No,,No,,651,19.6,4.7,3.8,UPI
23-09-2025,06:12:00,CNR8918912,Cancelled by Driver,CUST785864,Mini,Chikkabanavara,Malleshwaram,,,No,,Yes,Customer related issue,No,,,14.8,,,UPI
07-09-2025,18:47:00,CNR4521118,Successful,CUST597484,Prime Plus,Peenya,Sarakki,7.9,3.5,No,,No,,No,,802,11.3,4.2,5,UPI
22-09-2025,13:52:00,CNR6715319,Successful,CUST930382,Auto,Jalahalli,Koramangala 5th Block,4.1,9.5,No,,No,,No,,722,11.9,4.6,4.4,UPI
21-09-2025,09:34:00,CNR8359842,Successful,CUST571829,eBike,Indiranagar,Banerghatta Road,2.5,3.5,No,,No,,No,,467,10.4,4.2,5,UPI
28-09-2025,11:12:00,CNR1162422,Incomplete,CUST624078,eBike,Sanjay Nagar,Kammanahalli,,,No,,No,,Yes,Vehicle Breakdown,,3.4,,,UPI
21-09-2025,12:53:00,CNR6027078,Successful,CUST441919,Mini,Yeshwantpur,MG Road,6.9,8.5,No,,No,,No,,999,22.6,5,4.4,UPI
07-09-2025,22:15:00,CNR6540684,Successful,CUST695791,Mini,Kudlu,Kudlu,5.9,4.7,No,,No,,No,,275,6.2,4.7,4.4,Card
14-09-2025,12:30:00,CNR4425984,Successful,CUST509611,Auto,Cooke Town,Jalahalli,9.2,7.7,No,,No,,No,,325,6,4.4,4.7,UPI
12-09-2025,22:25:00,CNR8575505,Successful,CUST770043,Prime SUV,Whitefield,Rajajinagar,8.6,9.2,No,,No,,No,,342,12.6,4.8,4.7,Wallet
18-09-2025,06:32:00,CNR9197571,Other,CUST128142,Prime Plus,Jayanagar,Cooke Town,,,No,,No,,No,,,7.1,,,UPI
07-09-2025,17:15:00,CNR9797899,Successful,CUST173378,Mini,Banerghatta Road,Shivaji Nagar,0.5,3.6,No,,No,,No,,499,6.7,4.7,4.6,UPI
12-09-2025,21:31:00,CNR7893107,Cancelled by Driver,CUST510103,Auto,Yelahanka,HSR Layout,,,No,,Yes,More than permitted people in there,No,,,6.3,,,UPI
23-09-2025,12:38:00,CNR4464154,Successful,CUST236243,Prime SUV,Kengeri,Koramangala 5th Block,10.2,11,No,,No,,No,,886,18.7,4.1,4.9,Wallet
21-09-2025,08:42:00,CNR6206200,Successful,CUST716029,Prime Plus,Ejipura,Nagarbhavi,5.1,10.7,No,,No,,No,,451,6.5,3.9,4.2,Wallet
07-09-2025,22:54:00,CNR3393974,Other,CUST567383,Auto,Residency Road,Kudlu,,,No,,No,,No,,,17.1,,,UPI
17-09-2025,21:32:00,CNR9236918,Successful,CUST582559,Mini,MG Road,Talaghattapura,6.6,10,No,,No,,No,,370,2.8,4.2,4.1,Cash
21-09-2025,21:40:00,CNR8655554,Other,CUST463627,Bike,Ejipura,Kengeri,,,No,,No,,No,,,5.9,,,Card
27-09-2025,20:30:00,CNR3938131,Cancelled by Driver,CUST535214,Prime Plus,Ejipura,Hulimavu,,,No,,Yes,More than permitted people in there,No,,,3.3,,,UPI
28-09-2025,09:07:00,CNR2602797,Successful,CUST512668,Bike,MG Road,Richmond Town,3.6,5.1,No,,No,,No,,541,14.8,4.8,4.1,UPI
07-09-2025,21:03:00,CNR5897094,Cancelled by Driver,CUST799040,Prime SUV,Sarjapur Road,Hulimavu,,,No,,Yes,Customer related issue,No,,,16.6,,,Card
28-09-2025,13:01:00,CNR3033912,Cancelled by Driver,CUST486643,Auto,Hebbal,Frazer Town,,,No,,Yes,The customer was coughing/sick,No,,,19.1,,,UPI
14-09-2025,08:48:00,CNR5240720,Successful,CUST317445,Mini,Baiyappanahalli,Indiranagar,1,4,No,,No,,No,,184,8,5,4.5,UPI
21-09-2025,18:47:00,CNR8749462,Incomplete,CUST499670,Prime Sedan,Residency Road,Jalahalli,,,No,,No,,Yes,Customer Demand,,10.8,,,UPI
08-09-2025,18:06:00,CNR3289764,Cancelled by Driver,CUST443000,Bike,Baiyappanahalli,Ulsoor,,,No,,Yes,Personal & Car related issues,No,,,0.5,,,UPI
18-09-2025,10:08:00,CNR8343784,Successful,CUST247068,Mini,Kundalahalli,Rajajinagar,11.5,11.7,No,,No,,No,,305,2.7,4.2,4.7,Cash
01-09-2025,07:42:00,CNR3973536,Successful,CUST408433,Auto,Talaghattapura,Residency Road,3.7,6.7,No,,No,,No,,180,6.5,4.6,4,UPI
21-09-2025,06:11:00,CNR5584412,Successful,CUST260952,Mini,Banashankari,Electronic City,6.3,4.2,No,,No,,No,,982,13.7,5,5,Cash
28-09-2025,15:05:00,CNR4626672,Successful,CUST563531,Bike,Vijayanagar,Shivaji Nagar,1.9,4.6,No,,No,,No,,244,11.7,4.7,4.7,UPI
21-09-2025,21:18:00,CNR2724585,Successful,CUST509593,Bike,Airport Road,Brigade Road,4,2,No,,No,,No,,247,6.7,4.2,4.3,UPI
03-09-2025,12:26:00,CNR4384602,Other,CUST361829,Prime Sedan,Richmond Town,Jalahalli,,,No,,No,,No,,,9,,,UPI
14-09-2025,22:53:00,CNR1244275,Cancelled by Driver,CUST453492,eBike,Nagarbhavi,Bharathnagar,,,No,,Yes,Personal & Car related issues,No,,,3.4,,,UPI
26-09-2025,20:10:00,CNR3816607,Cancelled by Customer,CUST859181,Auto,Koramangala 1st Block,Frazer Town,,,Yes,Change of plans,No,,No,,,7.4,,,UPI
12-09-2025,16:41:00,CNR4180079,Cancelled by Driver,CUST755017,Prime Plus,Chamarajpet,Residency Road,,,No,,Yes,Personal & Car related issues,No,,,25.6,,,UPI
07-09-2025,07:48:00,CNR6982358,Successful,CUST439075,Auto,Residency Road,Hosur Road,6.6,12,No,,No,,No,,418,7.9,4.6,5,UPI
14-09-2025,13:49:00,CNR4692601,Successful,CUST169223,Mini,Kundalahalli,Hosur Road,8.7,10,No,,No,,No,,247,5.1,5,4.3,Wallet
03-09-2025,21:06:00,CNR4666842,Successful,CUST531066,Prime Sedan,Kudlu,Ulsoor,7.6,9.9,No,,No,,No,,1612,46.1,4.6,5,Cash
06-09-2025,15:09:00,CNR3876606,Successful,CUST364178,Prime SUV,Kudlu,Basavanagudi,4,5,No,,No,,No,,1695,39.9,4.8,5,Card
21-09-2025,17:34:00,CNR3230219,Successful,CUST448176,Auto,Chikkabanavara,Sarjapur Road,3.2,6.8,No,,No,,No,,30,3.9,4.2,4.7,UPI
27-09-2025,14:13:00,CNR2132688,Successful,CUST451383,Auto,Peenya,Airport Road,7.1,7.7,No,,No,,No,,254,3.7,4.8,4.6,UPI
21-09-2025,09:58:00,CNR9445986,Successful,CUST716005,Bike,Koramangala,Banaswadi,1.4,5.3,No,,No,,No,,287,6,5,4.6,Card
23-09-2025,08:07:00,CNR6181620,Successful,CUST347879,Bike,Chikkabanavara,Richmond Town,1.5,5.5,No,,No,,No,,209,8.9,3.9,4.8,Card
04-09-2025,12:23:00,CNR9367241,Successful,CUST411023,Prime Plus,Cooke Town,Electronic City,1.6,0.8,No,,No,,No,,176,10.9,4,4.8,UPI
07-09-2025,18:22:00,CNR8444490,Successful,CUST875165,Prime SUV,HSR Layout,Kundalahalli,15.7,18.8,No,,No,,No,,396,5.6,5,4.3,Wallet
